Golfer,Year,Player,AvgApproachGT100,AvgApproachLT100,AvgBallSpeed,AvgClubheadSpeed,LaunchAngle,ProxToHoleARG,Putt10_15Made,Putt15_20Made,PuttGT20Made,PuttLT10Made,SandSave,SpinRateOTT,Winner,StrokeAverage
Hideki Matsuyama,2019,Hideki Matsuyama (2019),30.67,14.33,174.43,117.11,9.98,6.42,29.15,20,8.25,87.08,53.74,2773.7,0,69.842
Hiroshi Iwata,2016,Hiroshi Iwata (2016),34.33,18.75,166.65,113.1,11.34,7.25,27.68,19.69,7.31,87.27,55.41,2792.8,0,71.693
Hudson Swafford,2015,Hudson Swafford (2015),30.33,16.33,177.12,121.43,9.78,8.25,32.13,23.73,7.72,88.24,41.73,2991.2,0,70.732
Hudson Swafford,2016,Hudson Swafford (2016),30.75,16.08,178.17,123.67,10.55,8.58,30.15,22.28,5.99,88.19,49.09,2585.8,1,70.875
Hudson Swafford,2017,Hudson Swafford (2017),31.08,18,176.15,122.67,10.85,8.17,29.86,18.87,4.59,88.16,51.53,2435.8,1,70.618
Hudson Swafford,2018,Hudson Swafford (2018),32.83,16.75,173.93,118.29,9.77,7.92,30.88,18.85,6.01,86.74,51.52,2674.9,0,71.619
Hudson Swafford,2019,Hudson Swafford (2019),32.58,17.58,174.58,117.31,9.52,7.67,32.65,21.36,4.67,86.8,54.64,2904.9,0,71.35
Hunter Mahan,2015,Hunter Mahan (2015),37.42,16.83,167.44,112.11,11.62,8.08,30.23,30.63,6.33,88.3,54.19,2381.6,0,71.124
Hunter Mahan,2016,Hunter Mahan (2016),38.33,18.33,168.88,113.44,11.57,8.42,34.75,21.84,4.61,87.15,52.58,2336.3,0,72.105
Hunter Mahan,2017,Hunter Mahan (2017),36.83,20.67,169.55,115.58,11.99,8.42,32.24,21.6,3.76,89.03,55.22,2481.5,0,71.811
Hunter Mahan,2018,Hunter Mahan (2018),33.25,23.5,168.91,115.27,11.56,8.92,32.87,19.23,6.85,89.62,40.95,2762.6,0,71.135
Hunter Mahan,2019,Hunter Mahan (2019),35.42,18.5,169.06,113.81,11.33,8.75,28.1,23.6,7.05,87.93,46.6,2342.2,0,71.948
Ian Poulter,2015,Ian Poulter (2015),31.83,20.33,166.1,111.8,9.46,6.75,38.69,20.21,9.64,86.96,52.54,2825.7,0,70.421
Ian Poulter,2017,Ian Poulter (2017),33.25,20.67,165.53,110.76,9.02,6.33,27.78,14.29,5.69,88.34,59.29,2639.5,0,70.045
Ian Poulter,2018,Ian Poulter (2018),32.92,18.67,167.36,111.62,8.77,7.83,32.14,22.02,5.96,88.38,50.42,2866.6,1,70.593
Ian Poulter,2019,Ian Poulter (2019),33.08,17.75,168.21,112.28,8.57,6.5,36.51,24.24,7.09,88.8,62.04,2553.1,0,70.502
J.B. Holmes,2015,J.B. Holmes (2015),34,15.33,179.59,120.62,12.17,6.83,31.15,20.18,6.97,87.02,48.65,2564.1,0,70.581
J.B. Holmes,2016,J.B. Holmes (2016),31.08,16.75,180.74,121.16,11.98,7.92,25.86,22.73,8.2,85.44,53.91,2530.2,0,70.523
J.B. Holmes,2017,J.B. Holmes (2017),31.42,16.33,179.44,121.68,12.07,7.58,28.88,19.05,8.05,86.52,42.86,2749.9,0,70.66
J.B. Holmes,2018,J.B. Holmes (2018),33.33,13.42,178.22,120.83,10.89,7.33,31.55,14.62,6.97,85.82,54.55,2622.5,0,70.789
J.B. Holmes,2019,J.B. Holmes (2019),31.83,17.58,179.31,120.09,8.88,7,19.85,17.44,5.93,85.22,53.1,3135.7,0,71.735
J.J. Henry,2015,J.J. Henry (2015),31.83,18.58,169.18,113.84,11.24,7.5,24.75,11.45,5.28,88.49,40.19,2471.4,0,71.334
J.J. Henry,2016,J.J. Henry (2016),35.17,17.75,166.11,111.1,11.32,8.17,24.59,20.17,5.29,87.52,47.73,2388.6,0,72.019
J.J. Henry,2017,J.J. Henry (2017),33,17.92,170.07,114.17,11.23,8.17,25.26,18.29,4.43,87.83,40.32,2546.8,0,71.164
J.J. Henry,2018,J.J. Henry (2018),31.5,14.92,167.53,112.78,11.54,8.08,27.07,19.49,4.95,86.37,42.22,2850.3,0,71.372
J.J. Henry,2019,J.J. Henry (2019),34.42,18.92,168.53,111.87,10.35,8.67,18.69,8.7,6.14,86.52,39.76,2771.7,0,72.135
J.J. Spaun,2017,J.J. Spaun (2017),33.08,18.92,167.38,115.3,12.64,8,28.36,19.48,6.32,88.08,45.45,2564.2,0,70.999
J.J. Spaun,2018,J.J. Spaun (2018),31.17,17.58,167.24,114.58,11.48,8.75,28.21,26.54,5.37,86.55,43.9,2478.9,0,70.525
J.J. Spaun,2019,J.J. Spaun (2019),34.92,17.5,168.67,112.81,11.6,7.92,29.59,17.09,6.7,88.21,47.12,2678.4,0,71.034
J.T. Poston,2017,J.T. Poston (2017),31.58,16.92,170.16,115.53,9.7,7.5,26.92,16.54,5.38,88.61,41.98,2510,0,70.982
J.T. Poston,2018,J.T. Poston (2018),32.25,19.33,171.83,115.72,10.03,8.08,31.88,21.37,8.88,87.09,50,2581.3,0,70.915
J.T. Poston,2019,J.T. Poston (2019),32.42,16.5,170.51,113.96,9.61,7.33,29.96,23.49,8.51,88.26,52.84,2571.6,0,70.633
James Hahn,2015,James Hahn (2015),30.67,16.42,168.78,114.12,13.25,7.25,27.68,16.79,9.58,87.02,55.47,2411.5,1,70.896
James Hahn,2016,James Hahn (2016),33.42,18.75,167.68,113.08,12.07,7.58,25.84,17.83,5.51,86.89,40.97,2398.5,0,71.245
James Hahn,2017,James Hahn (2017),34.08,17.42,167.88,113.38,13.86,7.92,27.78,20.13,6.02,87.72,47.97,2361.6,0,70.925
James Hahn,2018,James Hahn (2018),32.42,17.08,167.88,114.28,13.96,7.75,23.91,17.05,7.57,88.15,48.48,2343.9,0,70.896
Jamie Donaldson,2015,Jamie Donaldson (2015),36.83,16.17,171.28,114.63,9.11,7.33,30.34,26.79,8.33,88.75,58.97,2709.6,0,71.102
Jamie Lovemark,2016,Jamie Lovemark (2016),37.08,16.75,177.83,120.18,10.87,7,33.5,14.77,6.93,86.5,52.23,2648.3,0,70.896
Jamie Lovemark,2017,Jamie Lovemark (2017),34,19.42,176.96,118.54,11.9,7.42,30.56,22.9,6.29,87.01,53.18,2587.6,0,70.391
Jamie Lovemark,2018,Jamie Lovemark (2018),34.75,15.83,172.07,116.14,11.62,6.83,30.24,21.1,7.17,86.86,53.33,2525.1,0,70.734
Jason Bohn,2015,Jason Bohn (2015),30.25,16.83,160.52,108.49,10.83,7.17,34.6,18.44,7.6,88.68,46.15,2696.1,0,70.235
Jason Bohn,2016,Jason Bohn (2016),32.58,14.92,159.79,107.76,11.16,7.42,26.49,22.4,5.15,87.92,42.15,2592.4,0,71.126
Jason Bohn,2017,Jason Bohn (2017),32.42,19.08,157.79,105.66,11.17,7.5,26.84,12.17,7.24,88.44,39.56,2662.5,0,72.133
Jason Day,2015,Jason Day (2015),33.33,15,178.23,120.16,12.12,7.17,30.26,15.89,11.55,89.6,61.11,2299.2,1,69.161
Jason Day,2016,Jason Day (2016),33.58,15.75,176.91,118.26,12.46,6.58,41.18,23.81,11.91,88.68,62.26,2118.5,0,69.313
Jason Day,2017,Jason Day (2017),33.08,14.33,175.51,119.47,13.22,6.83,33.56,17.78,9.73,86.88,53.92,2266.4,0,70.115
Jason Day,2018,Jason Day (2018),33.08,15.92,176.39,117.26,12.14,7.33,34.81,24.69,7.17,89.89,62.5,2144,1,69.603
Jason Day,2019,Jason Day (2019),33.08,15.75,176.6,117.62,10.95,8.08,37.21,17.82,8.05,88.44,52.38,2253.4,0,70.212
Jason Dufner,2015,Jason Dufner (2015),30.83,15.08,166.35,112.3,9.53,6.58,24.5,20.48,8.65,84.08,41.73,2479.6,1,70.633
Jason Dufner,2016,Jason Dufner (2016),29.83,16.75,169.09,113.69,9.75,7.58,25.59,15.59,9.19,85.94,45.28,2406,1,70.212
Jason Dufner,2017,Jason Dufner (2017),32.08,16.75,169.54,113.2,10.52,7.58,34.03,18.12,7.44,86.46,42.06,2401.8,1,70.259
Jason Dufner,2018,Jason Dufner (2018),34.33,16.75,169.16,112.4,10.85,7.5,33.8,19.19,7.21,84.89,50.94,2587.9,0,71.323
Jason Dufner,2019,Jason Dufner (2019),31.83,16.42,168.68,112.1,9.52,7,27.39,16.13,6.25,86.99,50.74,2759.7,0,71.336
Jason Gore,2015,Jason Gore (2015),29.83,20.92,166.12,112.76,11.42,8.25,31.68,20.61,7.06,86,50.51,2736.7,0,71.273
Jason Gore,2016,Jason Gore (2016),31.08,18.25,166.96,112.44,11.47,7.92,28.65,16.98,6.96,87.28,42.61,2562.4,0,71.627
Jason Kokrak,2015,Jason Kokrak (2015),32.17,19.08,179.15,119.82,10.15,7.42,23.74,18.05,6.83,87.57,48,2390.2,0,70.654
Jason Kokrak,2016,Jason Kokrak (2016),31.58,19.83,182.23,120.46,9.17,7.33,23.12,14,6.9,87.23,48.7,2516.5,0,70.57
Jason Kokrak,2017,Jason Kokrak (2017),33.33,20.25,179.65,119.54,11.61,8.17,26.27,20.36,6.33,86.2,36.81,2377.3,0,70.961
Jason Kokrak,2018,Jason Kokrak (2018),32.58,16.92,177.41,118.14,12.12,7.83,33.33,22.35,7.09,87.73,40.88,2559.8,0,70.444
Jason Kokrak,2019,Jason Kokrak (2019),30.5,15.67,179.08,119.87,10.86,7.42,30.92,15.94,9.21,87.81,47.5,2494.6,0,70.433
Jeff Overton,2015,Jeff Overton (2015),31.75,15.33,164.5,110.11,12.24,7.58,32.67,16.35,5.42,87.78,48.05,2313.3,0,70.836
Jeff Overton,2016,Jeff Overton (2016),35.08,15.33,162.96,108.6,11.89,7.25,26.21,16,6.78,86,43.7,2382,0,71.466
Jerry Kelly,2015,Jerry Kelly (2015),33.33,17.08,158.24,106.85,11.01,6.5,36.19,16.67,7.48,88,48.65,2378.2,0,70.383
Jerry Kelly,2016,Jerry Kelly (2016),31.25,16.5,156.51,105.99,11.53,7.33,26.06,11.54,5.84,87.46,53.85,2474.7,0,70.937
Jhonattan Vegas,2015,Jhonattan Vegas (2015),34.25,18.83,178.52,122.51,8.5,7.42,35.08,20.8,7.28,86.96,45.79,2746.5,1,71.326
Jhonattan Vegas,2016,Jhonattan Vegas (2016),32.25,21.25,180.74,123.94,6.9,8.33,29.49,17.61,8.27,87.02,46.43,2746.7,1,70.903
Jhonattan Vegas,2017,Jhonattan Vegas (2017),34,17.42,183.24,123.16,8,7.5,28.87,16.54,4.86,85.8,45.74,2988.5,1,71.054
Jhonattan Vegas,2018,Jhonattan Vegas (2018),34.25,18.08,181.35,121.87,8.47,8,29.73,18.42,6.04,87.25,39.64,3013.8,0,71.275
Jhonattan Vegas,2019,Jhonattan Vegas (2019),33.17,15.5,181.69,124.7,8.19,8.17,26.55,21.74,7.1,86.28,43.43,2669.9,0,70.765
Jim Furyk,2015,Jim Furyk (2015),29.67,18,161.63,109.28,10.4,6.33,28.33,13.74,6.09,89.45,44.59,2762.3,0,69.845
Jim Furyk,2016,Jim Furyk (2016),30.25,14.92,159.17,108.27,9.07,7.33,28.57,12.94,6.45,88.92,45.95,2605.1,0,70.13
Jim Furyk,2017,Jim Furyk (2017),31.33,15.58,157.46,107.33,10.32,7.75,33.82,16,8.21,86.91,45.61,2748.2,0,71.071
Jim Furyk,2018,Jim Furyk (2018),31.17,17,157.36,105.27,10.36,6.83,37.3,18.39,7.47,88.42,46.25,2625.8,0,70.342
Jim Furyk,2019,Jim Furyk (2019),31,16.75,161,107.53,8.98,6.92,24.66,20.59,4.19,90,53.41,2633.9,0,70.09
Jim Herman,2015,Jim Herman (2015),29.83,17.75,171.65,114.98,9.97,8.08,22.88,17.88,6.63,88.75,51.75,2579,1,70.719
Jim Herman,2016,Jim Herman (2016),33.33,15.42,171.5,114.49,8.79,7.75,29.28,13.43,6.12,87.28,48.37,2481,0,71.206
Jim Herman,2017,Jim Herman (2017),34.08,21.33,171.1,116.11,9.59,8.5,28.4,20.97,4.97,88.09,37.59,2761.3,0,70.931
Jim Herman,2019,Jim Herman (2019),32.83,15.83,169.39,113.27,8.14,8.5,26.21,21.33,4.74,88.21,44.16,2655.8,1,71.75
Jim Knous,2019,Jim Knous (2019),34.5,17.08,174.11,115.99,9.29,7.75,28.57,18.92,7.59,86.62,41.46,2518.9,0,71.483
Jim Renner,2015,Jim Renner (2015),31.08,14.33,165.11,111.62,11.46,7.17,24.58,9.38,2.62,85.36,41.11,2574.9,0,72.431
Jimmy Walker,2015,Jimmy Walker (2015),31.17,15.42,174.29,116.89,11.15,7.5,37.78,25.38,7.84,88.54,53.42,2595,1,70.268
Jimmy Walker,2016,Jimmy Walker (2016),32.67,13.5,174.01,115.3,10.8,7.5,27.37,17.99,7.29,88.47,46.76,2344.2,0,70.393
Jimmy Walker,2017,Jimmy Walker (2017),32.67,16.58,172.1,114.44,12.35,7.17,34.09,14.56,8.24,86.62,57.89,2448.4,0,71.155
Jimmy Walker,2018,Jimmy Walker (2018),32.58,16.67,173.97,115.6,11.5,7.33,34.13,25,7.32,86.78,53.33,2360.1,0,70.786
Jimmy Walker,2019,Jimmy Walker (2019),34.08,15.08,172.19,114.34,10.96,7.08,26.03,18.1,4.32,88.36,61.76,2460.3,0,71.262
Joaquin Niemann,2019,Joaquin Niemann (2019),31.08,15.5,175.62,117.3,8,7.42,27.75,18.13,6.56,87.78,54.12,2710.7,0,70.621
Joel Dahmen,2018,Joel Dahmen (2018),32.58,18.5,167.94,112.78,12.02,7.5,26.73,14.49,8.43,87.32,51.85,2704.3,0,70.578
Joel Dahmen,2019,Joel Dahmen (2019),31,19.5,167.58,111.83,10.37,8.08,23.61,17.86,9.35,87.24,50.32,2727.6,0,70.932
Joey Garber,2019,Joey Garber (2019),34.33,17.5,167.63,111.78,12.68,8.5,28.95,17.89,7.34,86.83,50,2472.2,0,71.713
John Chin,2019,John Chin (2019),35.33,18.5,175.21,118.05,8.73,9.25,28.28,13.75,8.81,86.18,43.37,2650.5,0,72.485
John Huh,2015,John Huh (2015),34.92,17.58,162.23,109.06,12.42,7.75,33.2,19.89,7.71,87.16,51.63,2594.8,0,71.037
John Huh,2016,John Huh (2016),32.75,20.08,163.65,109.38,11.92,7,28.64,12.35,5.1,87.99,59.44,2311.9,0,71.104
John Huh,2017,John Huh (2017),32.92,18.92,162.02,108.97,13.5,7.67,31.13,17.83,7.83,88.18,57.23,2151,0,70.851
John Huh,2018,John Huh (2018),33.5,18,162.77,109.36,12.47,7.83,30.64,19.76,6.72,87.42,47.06,2197.1,0,70.718
John Merrick,2015,John Merrick (2015),32.25,19.25,163.22,109.44,10.04,7.08,26.95,15.38,8.15,83.42,40.78,2422.6,0,71.334
John Peterson,2015,John Peterson (2015),31.75,19,165.04,112.52,10.85,7.83,27.15,12.57,6.05,88.39,51.26,2565.4,0,70.735
John Senden,2015,John Senden (2015),35.17,16.58,170.64,119.07,9.38,8,31.3,13.54,5.77,86.88,50,2983.7,0,71.09
John Senden,2016,John Senden (2016),34.17,14.92,170.93,117.83,8.62,8.25,33.05,19.75,6.69,88.07,48.15,2920.8,0,70.717
Johnson Wagner,2015,Johnson Wagner (2015),30.5,18.83,167.58,113.33,10.01,7.25,31.82,13.43,7.37,89.63,44.44,2404.2,0,70.807
Johnson Wagner,2016,Johnson Wagner (2016),32.83,17.67,165.45,110.66,10.36,8.17,29.63,20.67,9.24,87.7,45.97,2394.6,0,70.781
Johnson Wagner,2017,Johnson Wagner (2017),31.33,16.33,164.39,110.66,11.51,7.83,29.56,20.51,7.71,87.66,51.49,2561.6,0,71.429
Johnson Wagner,2018,Johnson Wagner (2018),32.33,17.42,161.36,108.61,11.68,7.08,32.37,19.77,7.47,90.29,52.75,2421,0,70.758
Johnson Wagner,2019,Johnson Wagner (2019),34.42,19.17,160.85,107.07,10.5,8.67,35.82,23.42,8.22,88.88,40.24,2238.4,0,70.847
Jon Curran,2015,Jon Curran (2015),32.42,14.75,155.71,106.17,12.5,7.25,26.29,16.15,6.75,89.01,57.14,2715.6,0,70.849
Jon Curran,2016,Jon Curran (2016),33.08,13.92,157.34,108.71,11.99,6.67,33.66,19.21,5.8,88.77,61.05,2763.1,0,71.145
Jon Rahm,2017,Jon Rahm (2017),32.08,17.67,174.97,116.68,12.64,7.25,35.75,15.87,8.1,87.1,59.12,2227.6,1,69.561
Jon Rahm,2018,Jon Rahm (2018),33.33,13.5,177.12,118.49,11.41,7.75,31.25,21,5.97,87.33,48.54,2398.8,1,69.958
Jon Rahm,2019,Jon Rahm (2019),32.42,17.42,175.78,118.56,10.28,7.75,24.36,22.22,9.84,89.01,52.83,2341.2,0,69.62
Jonas Blixt,2015,Jonas Blixt (2015),33.67,16.58,166.32,111.36,11.47,6.83,29.77,20.69,8.82,86.8,56.64,2524,0,71.238
Jonas Blixt,2016,Jonas Blixt (2016),35.17,15.67,165.43,110.86,11.25,8.33,35.47,21.8,8.11,88.11,61.29,2412,1,71.19
Jonas Blixt,2017,Jonas Blixt (2017),35.08,20.25,165.91,111.31,12.7,7.33,29.27,26.32,8.98,87.59,55.28,2321,1,71.283
Jonas Blixt,2018,Jonas Blixt (2018),35.83,18.83,165.21,110.49,12.62,7.25,31.2,19.32,6.47,88.4,52.13,2496.8,0,72.134
Jonas Blixt,2019,Jonas Blixt (2019),33.17,20.33,166.79,111.98,10.94,7.33,30.36,21.64,6.68,87.97,46.55,2352.5,0,70.875
Jonathan Byrd,2015,Jonathan Byrd (2015),32.67,16.75,165.65,111.84,10.97,6.58,32.82,20.2,7.95,86.72,59.6,2727.6,0,70.83
Jonathan Byrd,2018,Jonathan Byrd (2018),34.17,15.25,166.28,111.51,11.87,7,28.48,19.39,2.88,88.16,57.65,2646.5,0,71.398
Jonathan Byrd,2019,Jonathan Byrd (2019),34.5,12.5,166.34,111.05,11.32,7.42,32.61,15.25,2.96,85.76,41.18,2737.8,0,71.49
Jonathan Randolph,2015,Jonathan Randolph (2015),32.5,19.83,168.87,114.89,9.24,7.83,33.8,16.24,6.73,86.88,52.29,2481.1,0,71.606
Jonathan Randolph,2017,Jonathan Randolph (2017),35.17,18.08,166.83,114.02,8.82,7.67,25.35,19.75,5.96,86.78,45.95,2527,0,71.642
Jonathan Randolph,2018,Jonathan Randolph (2018),35.25,18,162.51,111.45,10.05,7.83,24.86,18.45,9.37,87.83,54.03,2650.9,0,71.945
Jordan Spieth,2015,Jordan Spieth (2015),31.42,18.33,168.77,112.79,11.74,6.17,30.59,27.89,12.06,88.2,58.14,2565.8,1,68.938
Jordan Spieth,2016,Jordan Spieth (2016),32.42,17,168.42,111.86,11.67,6.58,34.87,26.85,12.19,88.27,54.7,2268.7,1,69.52
Jordan Spieth,2017,Jordan Spieth (2017),30.83,14.5,169.18,113.11,11.88,6.67,28.33,20.66,10.82,87.27,55.79,2449.2,1,68.846
Jordan Spieth,2018,Jordan Spieth (2018),31.83,17.5,170.46,113.44,12.26,7.42,31.71,13.64,7.01,87.42,51.33,2335.6,0,69.904
Jordan Spieth,2019,Jordan Spieth (2019),34.83,16.83,170.53,113.5,10.01,7.33,40.49,24.06,12.19,87.91,54.61,2506.9,0,70.453
Josh Teater,2019,Josh Teater (2019),31.25,16.67,169.4,112.58,10.87,7.83,32.17,21.67,5.38,87.21,37.5,2487.7,0,70.983
José de Jesús Rodríguez,2019,José de Jesús Rodríguez (2019),34.33,17.25,165.74,110.14,9.74,7.25,36.43,17.05,5.38,88.64,51.67,2404.7,0,71.42
Julián Etulain,2017,Julián Etulain (2017),31.83,18.92,167.09,113.9,11.64,7.83,30.07,16.67,6.09,87.67,42.86,2494.2,0,71.338
Julián Etulain,2019,Julián Etulain (2019),35.08,17.42,167.09,112.54,11.67,7.42,34.51,11.76,5.42,87.83,47.54,2602.5,0,71.453
Justin Leonard,2015,Justin Leonard (2015),32.5,14.08,155.56,104.11,10.62,6.67,29.03,20,6.12,87.24,48.15,2614.8,0,71.517
Justin Rose,2015,Justin Rose (2015),31.5,12.42,171.14,117.1,11.93,6.92,31.03,24.18,5.99,87.24,60.75,2433.5,0,69.744
Justin Rose,2016,Justin Rose (2016),33.25,20.5,173.58,118.38,11.63,7.25,25.35,21.59,5.56,86.31,55.46,2332.9,0,70.148
Justin Rose,2017,Justin Rose (2017),31.92,19.33,171.57,116.84,12.87,7.33,33.33,15.73,9.46,85.38,55.93,2361,0,69.699
Justin Rose,2018,Justin Rose (2018),32,18.67,172.64,117,12.09,7.08,32.61,14.02,8.74,89.14,61.16,2411.9,1,68.993
Justin Rose,2019,Justin Rose (2019),30.92,14.08,173.1,115.24,10.59,7.08,31.69,17.89,10.84,87.96,61.68,2382.4,1,69.827
Justin Thomas,2015,Justin Thomas (2015),31.5,15.17,173.46,116.34,14.11,6.5,26.94,14.65,6.09,88.54,49.64,2285.9,1,70.105
Justin Thomas,2016,Justin Thomas (2016),30.08,19.08,174.83,116.79,12.91,7.92,24.78,18.42,5.9,88.07,52.23,2423.1,1,70.571
Justin Thomas,2017,Justin Thomas (2017),30.42,14.92,175.77,117.07,12.49,7.42,35.83,23.02,8.81,87.07,48.21,2293.3,1,69.359
Justin Thomas,2018,Justin Thomas (2018),30.5,13.67,176.17,117.27,11.48,6.75,30.43,15.15,9.19,88.7,54.29,2365.3,1,69.118
Justin Thomas,2019,Justin Thomas (2019),29.75,15.33,176.17,117.2,9.28,6.67,34.32,15.38,5.5,87.05,52.58,2800,1,69.468
K.J. Choi,2015,K.J. Choi (2015),33.5,16,159.44,107.02,11.78,6.92,30.36,21.85,6.38,88.47,57.29,2493.3,0,71.372
K.J. Choi,2016,K.J. Choi (2016),31.25,16.25,158.46,106.23,12.33,7.75,39.88,18.4,6.92,87.23,56.25,2431.8,0,71.093
K.J. Choi,2017,K.J. Choi (2017),33.67,18.5,159.05,107.24,12.84,7.33,27.61,21.55,6.69,87.77,51.09,2265.6,0,71.618
Keegan Bradley,2015,Keegan Bradley (2015),31.67,20.83,174.55,117.87,12.49,7.5,31.93,16.67,7.49,87.77,44.88,2523.6,0,70.45
Keegan Bradley,2016,Keegan Bradley (2016),30.75,17.33,173.98,116.67,12.08,7.17,24.86,17.27,4.11,86.77,40.98,2418.1,0,70.741
Keegan Bradley,2017,Keegan Bradley (2017),31.83,20.08,172.6,115.67,12.73,7.75,31.02,14.53,6.49,86.84,48.81,2495.2,0,70.437
Keegan Bradley,2018,Keegan Bradley (2018),30.83,19.58,171.27,114.39,11.56,8,26.36,18.5,5.92,87.21,45.2,2638.8,1,70.303
Keegan Bradley,2019,Keegan Bradley (2019),31.08,13.75,170.89,113.56,12.33,7.75,29.78,15.71,5.2,86.25,44.92,2679.8,0,70.849
Keith Mitchell,2018,Keith Mitchell (2018),31.67,17.42,181.68,124.83,10.45,7.83,27.8,18.71,5.88,85.44,48.61,2779.6,0,70.92
Keith Mitchell,2019,Keith Mitchell (2019),33.5,16.25,181.4,122.03,9.86,7.42,28.16,17.36,6.76,87.47,50.68,2631.8,1,71.021
Kelly Kraft,2016,Kelly Kraft (2016),31,17.33,166.02,111.1,12.08,8.17,30.3,21.88,3.98,88.67,47.92,2475.5,0,71.333
Kelly Kraft,2017,Kelly Kraft (2017),33.08,13.92,166.69,111.6,11.46,9.08,28.02,16.54,6.01,86.92,42.66,2582.3,0,71.491
Kelly Kraft,2018,Kelly Kraft (2018),32.25,18.17,163.12,108.58,12.18,7.75,31.41,21.53,6.28,87.37,44.94,2705.7,0,71.333
Kelly Kraft,2019,Kelly Kraft (2019),33.92,17.92,165.17,109.55,10.22,7.83,28.18,16.77,8.43,87.19,48.65,2486.7,0,71.529
Ken Duke,2015,Ken Duke (2015),32.5,14.17,162.18,110.2,9.15,7.83,28.81,19.48,6.92,86.06,48.82,2827.4,0,71.306
Ken Duke,2016,Ken Duke (2016),33.33,15.25,161.85,107.56,9.9,7.75,27.34,21,7.14,84.46,44.72,2701.1,0,71.88
Ken Duke,2017,Ken Duke (2017),33.33,18.08,159.03,106.45,10.2,7.17,28.25,16.35,5.59,85.33,52.03,2647.8,0,72.078
Kevin Chappell,2015,Kevin Chappell (2015),31.08,19,172.85,118.61,11.27,6.67,35.03,20.67,7.64,87.19,45.93,2537.9,0,70.672
Kevin Chappell,2016,Kevin Chappell (2016),31.42,19.58,171.78,117.02,10.45,7.17,22.32,16.18,5.18,87.58,44.94,2621.2,1,70.501
Kevin Chappell,2017,Kevin Chappell (2017),32.33,19,177.08,119.95,12.52,7.17,23.83,19.83,6.47,86.57,42.75,2535.4,1,70.779
Kevin Chappell,2018,Kevin Chappell (2018),31.67,18.92,177.04,119.25,12.7,8.25,25,23.53,6.78,86.11,44.07,2654.9,0,70.839
Kevin Kisner,2015,Kevin Kisner (2015),31.75,18.5,164.95,111.11,11,6.92,26.56,17.19,6.77,89.78,50,2470.2,1,70.344
Kevin Kisner,2016,Kevin Kisner (2016),31.25,14.08,163.71,110.18,11.52,8.33,33.33,18.31,8.09,90.3,44.3,2413,1,70.489
Kevin Kisner,2017,Kevin Kisner (2017),31.33,16.5,165.15,112.22,11.49,7.42,34.45,15,8.05,88.79,52.14,2782.3,1,70.294
Kevin Kisner,2018,Kevin Kisner (2018),35,17.25,164.87,112.5,11.19,8.25,23.08,18.49,8.79,91.18,44,2869.2,0,70.729
Kevin Kisner,2019,Kevin Kisner (2019),32.67,19.83,166.61,112.2,10,7.83,35.82,15.13,7.24,89.98,45.83,2930.9,1,70.418
Kevin Na,2015,Kevin Na (2015),32.75,17.58,164.41,112.65,8.2,6.17,25.56,22.83,8.75,88.2,63.19,2847.8,0,70.121
Kevin Na,2016,Kevin Na (2016),31.67,15.17,162.58,112.24,8.37,7,36.63,17.24,9.47,86.25,45.86,2886.3,0,70.298
Kevin Na,2017,Kevin Na (2017),30,15.75,163.48,111.77,10.02,6.67,32.26,28.57,10.85,85.61,54.55,2902.5,0,70.399
Kevin Na,2018,Kevin Na (2018),30.17,16.83,166.28,113.76,9.23,6.5,32.63,25.71,10.54,87.96,61.49,2879.4,1,70.288
Kevin Na,2019,Kevin Na (2019),34.5,14.58,167.89,114.19,7.76,7.33,28.21,21.05,9.48,86.45,55.26,2810.2,1,71.144
Kevin Streelman,2015,Kevin Streelman (2015),33,17.42,166.87,113.32,10.85,7.83,25,19.08,7.45,86.86,47.1,2693.2,0,71.282
Kevin Streelman,2016,Kevin Streelman (2016),34,15.92,165.66,111.82,10.2,7.75,25.26,10.74,7.11,86.92,40.27,2603.5,0,71.054
Kevin Streelman,2017,Kevin Streelman (2017),31.67,19.83,167.96,114.04,10.84,8.17,31.28,15.98,6.78,86.26,49.66,2462.1,0,70.873
Kevin Streelman,2018,Kevin Streelman (2018),32.83,18.92,169.2,114.53,10.35,7.75,26.92,15.59,5.43,87.9,47.24,2517.9,0,70.436
Kevin Streelman,2019,Kevin Streelman (2019),33.17,14.08,169.02,112.95,10.83,6.83,27.32,11.93,7.44,87.33,50.37,2373.4,0,70.763
Kevin Tway,2017,Kevin Tway (2017),33.17,19.92,181.83,122.57,8.77,7.83,28.02,12.59,8.29,88.24,45.7,2532.3,0,70.868
Kevin Tway,2018,Kevin Tway (2018),32.58,16.5,181.25,122.13,9.01,7.75,27.27,19.88,7.44,88.04,49.44,3026.3,0,70.8
Kevin Tway,2019,Kevin Tway (2019),35,15.58,182.18,121.51,7.78,7.08,25.73,14.88,7.3,87.59,50,2922.3,1,71.02
Kiradech Aphibarnrat,2018,Kiradech Aphibarnrat (2018),33,19.33,168.4,113.46,11.23,7.42,28.18,26.42,6.88,86.74,46.88,2579.8,0,70.629
Kiradech Aphibarnrat,2019,Kiradech Aphibarnrat (2019),35.5,19.33,169.33,113.23,10.13,8.08,32.28,19.77,6.08,89.29,52.73,2660.7,0,70.911
